Position,Origin
241,https://www.president.gov.ua/news/pravilno-shob-nashi-lyudi-nashi-diti-znali-komu-mi-zavdyachu-83785
242,https://www.president.gov.ua/news/ukrayina-tochno-zmozhe-zahistiti-yevropu-vid-bud-yakih-rosij-83781
243,https://www.president.gov.ua/news/haj-peremoga-ukrayini-ta-uspishna-transformaciya-derzhavnih-83777
244,https://www.president.gov.ua/news/bezpeka-pershij-prioritet-zvernennya-prezidenta-ukrayini-za-83769
245,https://www.president.gov.ua/news/vas-obyednuye-spilnij-vibir-visoka-vidpovidalnist-vidvaga-ri-83761
246,https://www.president.gov.ua/news/potribna-povna-deokupaciya-zaporizkoyi-aes-bud-hto-hto-zaply-83753
247,https://www.president.gov.ua/news/rosiya-rozglyadaye-scenarij-teraktu-na-zaporizkij-aes-z-viki-83737
248,https://www.president.gov.ua/news/mayemo-stati-globalnoyu-gromadoyu-shob-mir-dlya-kozhnoyi-nac-83729
249,https://www.president.gov.ua/news/same-na-nashij-derzhavi-sfokusovani-globalni-nadiyi-i-nashi-83717
250,https://www.president.gov.ua/news/koli-mi-zbuduyemo-ukrayinu-mi-zbuduyemo-svobodu-onlajn-vistu-83705
251,https://www.president.gov.ua/news/vidbudovana-zmicnena-ukrayina-ce-zahishenist-vid-bud-yakih-f-83693
252,https://www.president.gov.ua/news/nemaye-u-derzhavi-zla-takih-fortifikacij-chi-rezerviv-yaki-z-83681
253,https://www.president.gov.ua/news/nashi-vijskovi-ruhayutsya-krok-za-krokom-idemo-vpered-zverne-83669
254,https://www.president.gov.ua/news/hochetsya-podyakuvati-vsim-partneram-yaki-za-cej-tizhden-zro-83661
255,https://www.president.gov.ua/news/kozhen-nash-voyin-kozhen-novij-krok-kozhen-metr-zvilnenoyi-v-83653
256,https://www.president.gov.ua/news/chergovij-ramshtajn-vidbuvsya-dovoli-rezultativno-she-micnis-83633
257,https://www.president.gov.ua/news/pidtrimuyuchi-ukrayinu-svit-pidtrimuye-zahist-vid-vijni-bo-d-83613
258,https://www.president.gov.ua/news/koli-ruyini-znikayut-prograye-ne-prosto-agresor-sama-ideya-a-83601
259,https://www.president.gov.ua/news/mayemo-razom-iz-partnerami-zabezpechiti-fizichno-taki-umovi-83589
260,https://www.president.gov.ua/news/micnist-nashih-voyiniv-daye-rezultat-i-ya-dyakuyu-za-ce-kozh-83561
261,https://www.president.gov.ua/news/duzhe-vazhlivo-sho-predstavniki-mizhnarodnogo-pravosuddya-na-83553
262,https://www.president.gov.ua/news/spilne-zvernennya-prezidenta-ukrayini-volodimira-zelenskogo-83549
263,https://www.president.gov.ua/news/ukrayinskij-sens-dlya-mizhnarodnih-vidnosin-polyagaye-v-tomu-83525
264,https://www.president.gov.ua/news/mi-bachimo-geroyizm-nashih-voyiniv-i-vdyachni-za-kozhnu-hvil-83509
265,https://www.president.gov.ua/news/rosiyeyu-keruyut-nelyudi-yaki-osobisto-ye-najbilshoyu-katast-83493
266,https://www.president.gov.ua/news/neobhidno-konsoliduvati-svit-shob-rosiya-ponesla-vidpovidaln-83481
267,https://www.president.gov.ua/news/potribno-shob-mizhnarodni-organizaciyi-yak-mkchh-negajno-dol-83461
268,https://www.president.gov.ua/news/potribna-negajna-j-maksimalna-reakciya-svitu-na-rosijskij-te-83453
269,https://www.president.gov.ua/news/stvorena-rosijskimi-teroristami-katastrofa-na-kahovskij-ges-83449
270,https://www.president.gov.ua/news/cogorich-u-vilnyusi-nareshti-varto-viznachiti-sho-ukrayina-b-83421
271,https://www.president.gov.ua/news/vorog-znaye-sho-ukrayina-peremozhe-zvernennya-prezidenta-vol-83413
272,https://www.president.gov.ua/news/nastane-chas-koli-diti-na-zemli-zokrema-j-v-ukrayini-budut-z-83397
273,https://www.president.gov.ua/news/bud-laska-ne-zabuvajte-dyakuvati-nashim-voyinam-personalno-z-83389
274,https://www.president.gov.ua/news/ukrayinskij-povitryanij-shit-maye-buti-zabezpechenij-usim-ne-83373
275,https://www.president.gov.ua/news/obovyazok-miscevoyi-vladi-zabezpechiti-nayavnist-i-dostupnis-83337
276,https://www.president.gov.ua/news/kozhen-sumniv-u-yevropi-ce-okop-yakij-obovyazkovo-sprobuye-z-83305
277,https://www.president.gov.ua/news/svit-znaye-yaku-fundamentalnu-rol-nash-morskij-zernovij-eksp-83289
278,https://www.president.gov.ua/news/usi-462-dobi-mi-byemosya-za-nashe-majbutnye-znachit-za-nashi-83269
279,https://www.president.gov.ua/news/prodovzhuyemo-konsolidaciyu-partneriv-dlya-togo-shob-ukrayin-83253
280,https://www.president.gov.ua/news/nashimi-uspihami-tiskom-ta-petriotami-mi-vidpovidatimemo-ros-83229
281,https://www.president.gov.ua/news/zvernennya-prezidenta-ukrayini-do-amerikanskogo-narodu-z-nag-83225
282,https://www.president.gov.ua/news/kiyiv-ta-vsi-nashi-mista-vsya-ukrayina-postavit-krapku-v-ist-83213
283,https://www.president.gov.ua/news/mi-prodovzhimo-nashi-sankcijni-kroki-na-cherzi-novi-she-bils-83201
284,https://www.president.gov.ua/news/za-cej-tizhden-mayemo-znachnij-progres-shodo-suchasnoyi-avia-83185
285,https://www.president.gov.ua/news/vpevnenij-sho-vi-prodovzhite-vesti-za-soboyu-vilnij-svit-i-c-83165
286,https://www.president.gov.ua/news/sho-bilshe-rosijskih-polonenih-vizmemo-bilshe-povernemo-nash-83173
287,https://www.president.gov.ua/news/koli-mista-j-gromadi-yevrosoyuzu-bezposeredno-spivpracyuyut-83157
288,https://www.president.gov.ua/news/pershij-zhe-ukrayinskij-f-16-stane-odnim-iz-najsilnishih-sig-83129
289,https://www.president.gov.ua/news/golovne-zavdannya-nashoyi-derzhavi-same-u-zmicnenni-ukrayini-83125
290,https://www.president.gov.ua/news/shotizhnya-dodayemo-zmistu-dlya-ukrayini-vid-samitu-nato-u-v-83105
291,https://www.president.gov.ua/news/u-hirosimi-ukrayina-bula-pochesnim-uchasnikom-roboti-velikoy-83093
292,https://www.president.gov.ua/news/kozhen-u-sviti-maye-robiti-vse-sho-mozhlivo-shob-vid-voyen-z-83085
293,https://www.president.gov.ua/news/vistup-prezidenta-volodimira-zelenskogo-na-robochij-sesiyi-s-83057
294,https://www.president.gov.ua/news/nam-potribne-globalne-liderstvo-demokratiyi-vistup-prezident-83053
295,https://www.president.gov.ua/news/zaluchayemo-yaknajbilshe-krayin-i-lideriv-zaradi-ukrayini-zv-83041
296,https://www.president.gov.ua/news/zaklikayu-spriyati-zahistu-nashih-lyudej-vklyuchno-z-ukrayin-82997
297,https://www.president.gov.ua/news/nashi-prioriteti-na-najblizhchij-chas-dodatkovi-sistemi-ppo-82973
298,https://www.president.gov.ua/news/bez-mizhnarodnogo-tribunalu-bez-prityagnennya-do-vidpovidaln-82977
299,https://www.president.gov.ua/news/potribno-she-bilshe-konsolidaciyi-svitu-dlya-tisku-na-rosiyu-82961
300,https://www.president.gov.ua/news/mi-yevropejci-otzhe-mi-diyemo-na-povnu-silu-koli-treba-zahis-82945
301,https://www.president.gov.ua/news/razom-iz-partnerami-ukrayini-zrobimo-zahist-vid-teroru-maksi-82937
302,https://www.president.gov.ua/news/golovni-rezultati-za-ci-dni-nashu-peremogu-vdalosya-zrobiti-82929
303,https://www.president.gov.ua/news/yevropa-ta-inshi-chastini-zemli-ne-mayut-buti-miscem-de-ambi-82901
304,https://www.president.gov.ua/news/sogodni-u-rimi-domovilisya-pro-zbroyu-j-ppo-zvernennya-prezi-82857
305,https://www.president.gov.ua/news/namagannya-obijti-sankciyi-maye-viznachatisya-yak-odin-iz-na-82833
306,https://www.president.gov.ua/news/sogodni-shvaliv-kompleksnij-strategichnij-plan-reformuvannya-82821
307,https://www.president.gov.ua/news/same-v-ukrayini-svit-bachitime-na-sho-zdatna-yevropa-zvernen-82809
308,https://www.president.gov.ua/news/lishe-pitannya-chasu-koli-mi-zmozhemo-vidnoviti-spravedlivij-82797
309,https://www.president.gov.ua/news/vidpovidalnist-agresora-za-zlochin-maye-buti-neminuchoyu-vis-82781
310,https://www.president.gov.ua/news/uspihi-ukrayinciv-v-oboroni-proti-rosijskoyi-agresiyi-ce-ant-82769
311,https://www.president.gov.ua/news/zvernennya-prezidenta-ukrayini-z-nagodi-dnya-pamyati-ta-pere-82761
312,https://www.president.gov.ua/news/usi-hto-dopomagaye-ukrayini-povertati-bezpeku-hto-tisne-na-r-82757
313,https://www.president.gov.ua/news/mi-mayemo-povernuti-j-povernemo-vsih-nashih-lyudej-iz-rosijs-82745
314,https://www.president.gov.ua/news/robimo-vse-shob-svit-chuv-ukrayinu-rozumiv-i-dopomagav-nashi-82713
315,https://www.president.gov.ua/news/do-united24-dodayutsya-she-dva-napryami-osvita-i-nauka-ta-ro-82705
316,https://www.president.gov.ua/news/vistup-volodimira-zelenskogo-pered-predstavnikami-gromadskos-82653
317,https://www.president.gov.ua/news/gaaga-staye-spravzhnim-habom-spravedlivosti-dlya-vsih-hto-po-82649
318,https://www.president.gov.ua/news/gotuyemo-velikij-sankcijnij-paket-rishennya-vzhe-nezabarom-z-82593
319,https://www.president.gov.ua/news/na-kozhen-udar-rosijski-okupanti-otrimayut-nashu-vidpovid-zv-82581
320,https://www.president.gov.ua/news/okupantu-tochno-ne-vdastsya-vidibrati-u-nas-mir-yakij-ye-pri-82577
321,https://www.president.gov.ua/news/nedostatno-lishe-togo-shob-rosiya-bula-slabkoyu-treba-shob-v-82565
322,https://www.president.gov.ua/news/zupiniti-teror-i-vryatuvati-lyudej-mozhna-lishe-zbroyeyu-zve-82557
323,https://www.president.gov.ua/news/prodovzhimo-pracyuvati-dlya-povernennya-vsih-deportovanih-uk-82525
324,https://www.president.gov.ua/news/zaraz-ye-mozhlivist-dati-novu-energiyu-vidnosinam-ukrayini-t-82501
325,https://www.president.gov.ua/news/ukrayina-maye-unikalnij-dosvid-zahistu-derzhavi-ta-lyudej-v-82493
326,https://www.president.gov.ua/news/kozhen-proyav-rosijskogo-teroru-ce-dodatkovi-argumenti-sho-v-82481
327,https://www.president.gov.ua/news/uzhe-gotuyemo-nashu-energetiku-do-nastupnoyi-zimi-zvernennya-82465
328,https://www.president.gov.ua/news/nasha-peremoga-v-cij-vijni-bude-spilnoyu-usih-hto-yiyi-nabli-82441
329,https://www.president.gov.ua/news/zavdannya-pribrati-bud-yaki-mozhlivosti-rosiyi-obhoditi-sank-82433
330,https://www.president.gov.ua/news/zaraz-usim-nam-treba-zberigati-yednist-mobilizovanist-i-povn-82425
331,https://www.president.gov.ua/news/mir-maye-stati-bezalternativnim-same-tomu-zlo-maye-prograti-82401
332,https://www.president.gov.ua/news/vazhlivo-shob-poki-trivaye-agresiya-rosiya-ne-mala-zhodnogo-82397
333,https://www.president.gov.ua/news/mi-vidkrivayemo-novij-riven-vzayemodiyi-mizh-gromadami-ukray-82373
334,https://www.president.gov.ua/news/na-rivni-derzhavi-robitsya-vse-shob-zbilshuvati-mozhlivist-z-82365
335,https://www.president.gov.ua/news/ce-nadihaye-j-pidtrimuye-koli-bachish-nashu-ukrayinsku-rishu-82337
336,https://www.president.gov.ua/news/gotuyemosya-do-chergovoyi-zustrichi-u-formati-ramshtajn-ochi-82301
337,https://www.president.gov.ua/news/privitannya-prezidenta-ukrayini-z-velikodnem-82293
338,https://www.president.gov.ua/news/povernemo-spravedlivist-yak-pamyat-pro-vsih-chiye-zhittya-za-82289
339,https://www.president.gov.ua/news/kozhen-metr-ukrayinskoyi-zemli-maye-oznachati-dlya-okupanta-82273
340,https://www.president.gov.ua/news/gotuyemo-hlopciv-i-duzhe-chekayemo-postachannya-zbroyi-obicy-82257
341,https://www.president.gov.ua/news/na-vijni-vsi-fronti-potrebuyut-uvagi-ta-micnosti-finansovij-82241
342,https://www.president.gov.ua/news/zhodnoyi-ruyini-v-ukrayini-ne-bude-ce-nasha-meta-zvernennya-82237
343,https://www.president.gov.ua/news/mi-nichogo-ne-zbirayemosya-zabuvati-j-proshati-vbivcyam-zako-82213
344,https://www.president.gov.ua/news/mi-zaraz-na-takomu-etapi-vijni-koli-vazhlivo-ne-vtrachati-vi-82205
345,https://www.president.gov.ua/news/mayemo-buti-vpevneni-sho-zlo-prograye-mayemo-nablizhati-prog-82173
346,https://www.president.gov.ua/news/priyemno-zavershuvati-cej-tizhden-iz-horoshimi-rezultatami-d-82169
347,https://www.president.gov.ua/news/svit-maye-znati-lishe-todi-povernutsya-v-mizhnarodni-vidnosi-82153
348,https://www.president.gov.ua/news/oborona-j-zahist-nashih-lyudej-pidtrimka-voyiniv-ce-pitannya-82145
349,https://www.president.gov.ua/news/rosiyi-ne-vigrati-u-yevropi-koli-ukrayinec-i-polyak-stoyat-p-82125
350,https://www.president.gov.ua/news/ne-mozhut-buti-normoyu-taki-vijni-yak-zaraz-vede-rosiya-prot-82093
351,https://www.president.gov.ua/news/rosijska-agresiya-dovodit-lishe-kolektivni-preventivni-garan-82089
352,https://www.president.gov.ua/news/vorog-svobodi-maye-prograti-os-chomu-mi-zvertayemosya-po-pid-82085
353,https://www.president.gov.ua/news/shodnya-stayemo-micnishimi-shodnya-nablizhayemo-den-koli-der-82073
354,https://www.president.gov.ua/news/rashizm-povinen-projti-cherez-povnu-porazku-vijskovu-ekonomi-82037
355,https://www.president.gov.ua/news/sogodni-derzhava-terorist-pochala-golovuvati-v-radbezi-oon-v-82025
356,https://www.president.gov.ua/news/golovne-slovo-sogodni-spravedlivist-dlya-nashoyi-derzhavi-ta-82001
357,https://www.president.gov.ua/news/400-dniv-nashoyi-oboroni-vid-povnomasshtabnoyi-agresiyi-ce-k-81949
358,https://www.president.gov.ua/news/pidtrimati-nashih-lyudej-zaraz-ce-zrozumiti-naskilki-vazhliv-81933
359,https://www.president.gov.ua/news/shob-peremogti-tiraniyu-potribne-bilshe-yednannya-demokratic-81929
360,https://www.president.gov.ua/news/demokratiyi-potribna-peremoga-vzhe-zaraz-vistup-prezidenta-u-81925
361,https://www.president.gov.ua/news/dyakuyu-vsim-hto-nagaduye-sho-rosijska-agresiya-mozhe-zakinc-81901
362,https://www.president.gov.ua/news/proviv-zasidannya-stavki-na-viyizdi-u-dnipri-strategichnomu-81861
363,https://www.president.gov.ua/news/ne-mozhna-buti-podumki-daleko-vid-vijni-pidtrimujte-nashih-b-81817
364,https://www.president.gov.ua/news/same-povnomasshtabnij-progrash-rosiyi-bude-nadijnoyu-garanti-81813
365,https://www.president.gov.ua/news/zvernennya-prezidenta-ukrayini-do-vipusknikiv-institutu-vms-81809
366,https://www.president.gov.ua/news/vorog-povinen-znati-ukrayina-ne-probachit-znushannya-z-nashi-81801
367,https://www.president.gov.ua/news/na-vilnij-teritoriyi-hersonshini-ponad-50-sil-majzhe-povnist-81773
368,https://www.president.gov.ua/news/yaksho-yevropa-zvolikatime-zlo-mozhe-nalashtuvatisya-na-roki-81765
369,https://www.president.gov.ua/news/mi-zrobimo-vse-shob-sino-zhovti-kolori-prodovzhili-svij-vizv-81745
370,https://www.president.gov.ua/news/sogodni-ukrayina-pochala-vidznachati-pershu-richnicyu-pershi-81725
371,https://www.president.gov.ua/news/mayemo-sogodni-kilka-vazhlivih-oboronnih-rishen-te-sho-neobh-81697
372,https://www.president.gov.ua/news/vignati-okupanta-ochistiti-nashu-zemlyu-vid-slidiv-derzhavi-81685
373,https://www.president.gov.ua/news/koli-ukrayina-zahistit-sebe-koli-bude-vidnovleno-silu-sprave-81681
374,https://www.president.gov.ua/news/mizhnarodnij-kriminalnij-sud-vidav-order-na-aresht-putina-is-81665
375,https://www.president.gov.ua/news/usi-rashisti-vidpovidatimut-za-kozhne-zabrane-ukrayinske-zhi-81653
376,https://www.president.gov.ua/news/zaraz-vidchuvayetsya-sho-rosijska-agresiya-nablizhayetsya-do-81629
377,https://www.president.gov.ua/news/micnist-nashih-sil-oboroni-j-bezpeki-u-micnosti-nashogo-naro-81621
378,https://www.president.gov.ua/news/zrobimo-vse-mozhlive-j-nemozhlive-dlya-zmicnennya-nashih-voy-81589
379,https://www.president.gov.ua/news/zaraz-chas-koli-vsi-istorichni-skladnoshi-dlya-ukrayini-mozh-81581
380,https://www.president.gov.ua/news/rosiya-stala-sinonimom-teroru-j-stane-prikladom-porazki-ta-s-81573
381,https://www.president.gov.ua/news/dopomoga-ukrayini-zaraz-ce-investiciya-u-globalnij-mir-u-rea-81565
382,https://www.president.gov.ua/news/ukrayinci-silni-koli-dbayut-odne-pro-odnogo-i-vilni-koli-zah-81569
383,https://www.president.gov.ua/news/hoch-bi-skilki-rosiya-robila-pidlostej-nasha-derzhava-j-naro-81537
384,https://www.president.gov.ua/news/robimo-vse-shob-nashi-taktichni-kroki-spracyuvali-na-strateg-81517
385,https://www.president.gov.ua/news/privitannya-volodimira-zelenskogo-z-mizhnarodnim-dnem-borotb-81501
386,https://www.president.gov.ua/news/ukrayina-zavzhdi-pamyatatime-svoyih-geroyiv-nasha-pamyat-pro-81485
387,https://www.president.gov.ua/news/okupant-ubivaye-za-sam-fakt-sho-mi-ukrayinci-za-odne-slovo-p-81473
388,https://www.president.gov.ua/news/svit-dostatno-silnij-shob-pokarati-rosiyu-za-vijnu-i-mi-damo-81457
389,https://www.president.gov.ua/news/kabmin-vzhe-v-berezni-pidgotuye-rishennya-yaki-potribni-nash-81441
390,https://www.president.gov.ua/news/mi-zbirayemo-maksimalnu-pidtrimku-dlya-tribunalu-shodo-agres-81421
391,https://www.president.gov.ua/news/svit-potrebuye-realnogo-vtilennya-verhovenstva-prava-yake-ub-81417
392,https://www.president.gov.ua/news/okupant-neminuche-vidchuvatime-nashu-silu-spravedlivosti-zve-81381
393,https://www.president.gov.ua/news/cya-zima-bula-duzhe-skladnoyu-ale-mi-zmogli-zabezpechiti-ukr-81373
394,https://www.president.gov.ua/news/gotuyemo-povernennya-nashih-voyiniv-do-aktivnih-dij-zaradi-z-81361
395,https://www.president.gov.ua/news/zaklikayu-prihoditi-v-ukrayinu-vzhe-zaraz-shob-pislya-peremo-81345
396,https://www.president.gov.ua/news/nam-potribni-suchasni-bojovi-litaki-shob-ubezpechiti-vid-ros-81333
397,https://www.president.gov.ua/news/tisk-ukrayini-ta-svitu-na-derzhavu-terorista-trivatime-zvern-81301
398,https://www.president.gov.ua/news/ukrayinski-prapori-na-vulicyah-mist-daniyi-svidchat-pro-vole-81285
399,https://www.president.gov.ua/news/sankciyi-proti-rosiyi-zaprovadzhuvatimutsya-j-nadali-shob-ni-81289
400,https://www.president.gov.ua/news/nashoyu-smilivistyu-i-zbroyeyu-mozhemo-povernuti-mir-i-stvor-81281
401,https://www.president.gov.ua/news/mi-zrobimo-ukrayinsku-formulu-miru-osnovoyu-novoyi-bezpeki-v-81277
402,https://www.president.gov.ua/news/zvernennya-prezidenta-ukrayini-volodimira-zelenskogo-lyutij-81213
403,https://www.president.gov.ua/news/na-stavci-rozglyanuli-pitannya-virobnictva-ta-postachannya-b-81209
404,https://www.president.gov.ua/news/mi-ne-zbavlyatimemo-tisku-na-voroga-yak-zovnishnogo-tak-i-vn-81173
405,https://www.president.gov.ua/news/vi-mayete-zmogu-zrobiti-chastinoyu-svoyeyi-doli-istorichnu-p-81157
406,https://www.president.gov.ua/news/duzhe-vazhlivo-sho-popri-ves-tisk-na-nashi-sili-liniya-front-81153
407,https://www.president.gov.ua/news/zaraz-v-ukrayini-virishuyetsya-dolya-svitovogo-poryadku-sho-81125
408,https://www.president.gov.ua/news/zvernennya-prezidenta-ukrayini-volodimira-zelenskogo-z-nagod-81097
409,https://www.president.gov.ua/news/hochu-shob-zaraz-u-nashih-lyudej-bula-peredbachuvanist-i-vid-81093
410,https://www.president.gov.ua/news/mi-otrimali-vagomi-signali-vid-nashih-partneriv-shodo-neminu-81085
411,https://www.president.gov.ua/news/robimo-vse-shob-posiliti-nashih-voyiniv-na-peredovij-yaki-na-81073
412,https://www.president.gov.ua/news/agresor-zavzhdi-maye-progravati-i-kozhna-derzhava-u-sviti-po-81065
413,https://www.president.gov.ua/news/treba-zvilniti-ukrayinu-ta-yevropu-bo-koli-rosijska-zbroya-s-81061
414,https://www.president.gov.ua/news/kultura-j-kino-ne-mozhut-buti-poza-politikoyu-koli-ce-politi-81041
415,https://www.president.gov.ua/news/trimati-situaciyu-na-fronti-j-gotuvatisya-do-bud-yakih-eskal-81033
416,https://www.president.gov.ua/news/u-nas-uzhe-ye-vpevnenist-sho-naprikinci-shlyahu-mi-zalishimo-81009
417,https://www.president.gov.ua/news/bud-yaki-namagannya-rosiyi-perehopiti-iniciativu-mayemo-zlam-81005
418,https://www.president.gov.ua/news/mayemo-chergovi-silni-rishennya-dlya-zahistu-nashoyi-derzhav-80981
419,https://www.president.gov.ua/news/kozhen-novij-zdobutij-dlya-ukrayini-rezultat-ce-skorochennya-80965
420,https://www.president.gov.ua/news/elementi-rosijskoyi-sistemi-yaki-zalucheni-do-vijni-mayut-bu-80949
421,https://www.president.gov.ua/news/derzhava-prodovzhit-modernizaciyu-institucij-ta-procedur-zve-80945
422,https://www.president.gov.ua/news/dlya-mene-zavzhdi-chest-predstavlyati-ukrayinu-i-ya-pishayus-80925
423,https://www.president.gov.ua/news/yaksho-rosijskih-sportsmeniv-dopustyat-do-olimpijskih-igor-l-80917
424,https://www.president.gov.ua/news/sogodnishni-raketi-ce-viklik-nato-j-kolektivnij-bezpeci-ce-t-80913
425,https://www.president.gov.ua/news/mi-mayemo-garantuvati-bezpeku-yevropi-zvernennya-prezidenta-80885
426,https://www.president.gov.ua/news/ukrayinskij-yevropejskij-sposib-zhittya-rosiya-namagayetsya-80881
427,https://www.president.gov.ua/news/bojovi-litaki-dlya-ukrayini-krila-dlya-svobodi-vistup-prezid-80857
428,https://www.president.gov.ua/news/vsi-vorozhi-scenariyi-opracovuyemo-derzhavu-zahishayemo-zver-80833
429,https://www.president.gov.ua/news/horosha-motivaciya-plyus-horosha-pidgotovka-dorivnyuye-mozhl-80817
430,https://www.president.gov.ua/news/vvedeno-v-diyu-rishennya-rnbo-shodo-sankcij-proti-atomnoyi-g-80805
431,https://www.president.gov.ua/news/zberegti-vsi-elementi-nashoyi-stijkosti-ce-garantuvati-perem-80801
432,https://www.president.gov.ua/news/robimo-vse-dlya-yaknajshvidshogo-otrimannya-nashimi-voyinami-80781
433,https://www.president.gov.ua/news/nam-v-ukrayini-potribno-govoriti-v-odin-golos-zi-svitom-shod-80753
434,https://www.president.gov.ua/news/mayemo-zrobiti-vse-shob-nastupnogo-roku-mi-zmogli-pomolitisy-80741
435,https://www.president.gov.ua/news/cej-rik-maye-stati-chasom-koli-ne-zalishitsya-zhodnoyi-perep-80737
436,https://www.president.gov.ua/news/spravedlivist-bude-zabezpechena-zvernennya-prezidenta-ukrayi-80721
437,https://www.president.gov.ua/news/gotuyemo-novi-reformi-v-ukrayini-yaki-zminyat-socialno-pravo-80701
438,https://www.president.gov.ua/news/rosijskij-teror-maye-prograti-v-usomu-i-na-poli-boyu-i-v-tom-80689
439,https://www.president.gov.ua/news/mayemo-zrobiti-chas-nashoyu-zbroyeyu-mayemo-prishvidshuvati-80673
440,https://www.president.gov.ua/news/shob-u-teroristiv-ne-bulo-vidchuttya-bezkarnosti-ukrayini-po-80661
441,https://www.president.gov.ua/news/bud-yakij-nejtralnij-prapor-rosijskih-sportsmeniv-zaplyamova-80653
442,https://www.president.gov.ua/news/zvernennya-prezidenta-ukrayini-z-nagodi-mizhnarodnogo-dnya-p-80641
443,https://www.president.gov.ua/news/rosijsku-agresiyu-mozhna-j-treba-zupinyati-lishe-adekvatnoyu-80633
444,https://www.president.gov.ua/news/mayemo-sformuvati-takij-tankovij-kulak-svobodi-pislya-udariv-80621
445,https://www.president.gov.ua/news/nam-potribna-micna-derzhava-i-ukrayina-bude-same-takoyu-zver-80597
446,https://www.president.gov.ua/news/yizditi-za-kordon-iz-nederzhavnoyu-metoyu-posadovcyam-bilshe-80577
447,https://www.president.gov.ua/news/pislya-zavershennya-vijni-amerikanskij-biznes-mozhe-stati-lo-80561
448,https://www.president.gov.ua/news/sila-suspilstva-j-micnist-derzhavi-poyednuyutsya-same-sprave-80557
449,https://www.president.gov.ua/news/ukrayina-yedina-bo-silna-silna-bo-yedina-privitannya-prezide-80541
450,https://www.president.gov.ua/news/shodnya-vtrachayemo-lyudej-pro-yakih-budemo-zavzhdi-zgaduvat-80537
451,https://www.president.gov.ua/news/svit-potrebuye-bilshoyi-rishuchosti-j-spivpraci-shob-zupinit-80533
452,https://www.president.gov.ua/news/sogodnishnij-ramshtajn-zmicnit-nashu-stijkist-zvernennya-pre-80521
453,https://www.president.gov.ua/news/ce-u-vashih-silah-zrobiti-tankovij-ramshtajn-vistup-preziden-80505
454,https://www.president.gov.ua/news/klyuchove-zavdannya-nashoyi-derzhavi-ta-nashih-partneriv-pos-80501
455,https://www.president.gov.ua/news/rosiya-povinna-vidpovisti-za-kozhnu-znishenu-ukrayinsku-rodi-80469
456,https://www.president.gov.ua/news/dyakuyu-vsim-hto-sogodni-buv-zaluchenij-do-ryatuvalnoyi-oper-80461
457,https://www.president.gov.ua/news/mobilizaciya-svitu-maye-viperediti-chergovu-mobilizaciyu-nas-80453
458,https://www.president.gov.ua/news/svit-chuye-ukrayinu-u-davosi-j-znaye-sho-rosiya-zrobila-z-dn-80437
459,https://www.president.gov.ua/news/mi-mozhemo-vidnoviti-mir-na-vsij-teritoriyi-ukrayini-ale-dly-80425
460,https://www.president.gov.ua/news/shodnya-j-shonochi-diyemo-shob-zmenshiti-potencial-voroga-zv-80405
461,https://www.president.gov.ua/news/vidpovidalnist-za-teror-bude-dlya-vsih-i-dlya-tih-hto-vbivay-80385
462,https://www.president.gov.ua/news/mayemo-zrobiti-vse-shob-zupiniti-rashizm-tak-samo-yak-vilnij-80381
463,https://www.president.gov.ua/news/cogo-tizhnya-nam-vdalosya-suttyevo-posiliti-rishuchist-partn-80373
464,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-pid-chas-urochistogo-zasidannya-s-80361
465,https://www.president.gov.ua/news/obovyazkovo-nastane-den-koli-ukrayinskij-prapor-bude-narivni-80353
466,https://www.president.gov.ua/news/ukrayina-polsha-j-litva-razom-projdut-shlyah-do-vidnovlennya-80317
467,https://www.president.gov.ua/news/vilnij-svit-maye-vse-neobhidne-shob-zupiniti-rosijsku-agresi-80305
468,https://www.president.gov.ua/news/zavdyaki-stijkosti-nashih-voyiniv-u-soledari-mi-vigrali-dlya-80293
469,https://www.president.gov.ua/news/vid-stijkosti-ta-efektivnosti-dij-u-kozhnij-tochci-frontu-za-80281
470,https://www.president.gov.ua/news/duzhe-vazhlivo-sho-u-kiyevo-pecherskij-lavri-sogodni-prozvuc-80277
471,https://www.president.gov.ua/news/nam-vdalosya-vivesti-silu-ukrayini-j-oboronnu-vzayemodiyu-z-80273
472,https://www.president.gov.ua/news/vitannya-prezidenta-ukrayini-z-rizdvom-hristovim-80261
473,https://www.president.gov.ua/news/vijna-zakinchitsya-koli-rosijski-soldati-abo-pidut-abo-mi-yi-80249
474,https://www.president.gov.ua/news/treba-postaviti-krapku-v-rosijskij-agresiyi-same-cogo-roku-z-80225
475,https://www.president.gov.ua/news/mayemo-zirvati-rosijskij-scenarij-teroristi-povinni-prograti-80217
476,https://www.president.gov.ua/news/zaraz-usim-hto-zaluchenij-do-zahistu-neba-treba-buti-osobliv-80209
477,https://www.president.gov.ua/news/nashe-z-vami-vidchuttya-yednosti-spravzhnosti-tak-kontrastuy-80201
478,https://www.president.gov.ua/news/novorichne-privitannya-prezidenta-ukrayini-volodimira-zelens-80197
479,https://www.president.gov.ua/news/derzhava-terorist-ne-matime-proshennya-ti-hto-viddaye-nakazi-80193
480,https://www.president.gov.ua/news/u-novomu-roci-ukrayinska-ppo-stane-she-silnishoyu-she-rezult-80185
